Darko_Rajakovic,44,7,2,coach,85.7,100.0
Pascal_Siakam,29,7,2,player,43,30.5,5.0,4.9,31.5,4.0,2.5,78.7,35.3
Scottie_Barnes,22,6,2,player,4,22.0,8.7,6.8,28.0,4.0,7.5,75.2,36.1
RJ_Barrett,23,6,2,player,9,19.3,5.0,4.7,18.0,5.0,3.5,81.6,22.3
Immanuel_Quickley,24,5,2,player,5,17.4,8.2,4.6,18.5,10.5,7.0,75.1,34.3
Jakob_Poeltl,28,6,2,player,19,10.8,3.2,13.8,13.5,5.5,14.0,78.9,75.0
